npa,nxx,phone_number,company,address1,city,state,postal_code,market,email,vendor_lead_code
561,417,5614177780,Marzo Roofing,141 NW 20th St,Boca Raton,FL,33431,BOCA RATON,,RR-326
561,430,5614305469,Integrity Roofing & Waterproofing Inc,3395 Dixie Hwy Bay 5,Boca Raton,FL,33431,BOCA RATON,,RR-332
561,447,5614478300,Keystone Construction & Restoration,4160 NW 1st Ave Ste 12,Boca Raton,FL,33431,BOCA RATON,,RR-325
561,450,5614502118,Blues Brothers Roofing Company,4260 NW 1st Ave Ste 47,Boca Raton,FL,33431,BOCA RATON,,RR-328
561,471,5614718363,Byrne Roofing Inc,1351 Ranchette Rd,West Palm Beach,FL,33415,WEST PALM BEACH,,RR-300
561,502,5615027663,Southern Exterior Restoration,,West Palm Beach,FL,33401,WEST PALM BEACH,,RR-303
561,507,5615075651,Daley Brothers Roofing Inc,13531 51st Pl N,West Palm Beach,FL,33411,WEST PALM BEACH,,RR-307
561,542,5615421915,Boca Raton Roofing Repair,995 SW 14th St,Boca Raton,FL,33486,BOCA RATON,,RR-334
561,547,5615473742,Bossler Roofing Inc,2385 NW Executive Center Dr,Boca Raton,FL,33431,BOCA RATON,,RR-337
561,630,5616309070,Roof B Kleen,,West Palm Beach,FL,33401,WEST PALM BEACH,,RR-293
561,662,5616628070,A and J Roofing Contractors,,West Palm Beach,FL,33401,WEST PALM BEACH,,RR-291
561,678,5616783951,AAM Industries Inc,225 SE 5th Ave,Boynton Beach,FL,33435,WEST PALM BEACH,,RR-286
561,688,5616881312,J D Roofing Inc,,West Palm Beach,FL,33409,WEST PALM BEACH,,RR-301
561,689,5616890268,Storm Roofing Inc,552 Santa Fe Rd,West Palm Beach,FL,33406,WEST PALM BEACH,,RR-298
561,704,5617049223,Rich Moore Roofing LLC,101 Rosemont Ct,Atlantis,FL,33462,WEST PALM BEACH,,RR-290
561,714,5617140441,Linden Pressure & Roof Cleaning,,West Palm Beach,FL,33407,WEST PALM BEACH,,RR-302
561,721,5617219921,Therma Seal Roof Systems Inc,1334 S Killian Dr,West Palm Beach,FL,33403,WEST PALM BEACH,,RR-299
561,723,5617236775,Built Right Roofing Inc,777 S Flagler Dr Ste 800,West Palm Beach,FL,33401,WEST PALM BEACH,,RR-304
561,725,5617257839,Carpenters Roofing & Sheet Metal,1701 W 10th St,Riviera Beach,FL,33404,WEST PALM BEACH,,RR-287
561,768,5617684238,Joseph Ward Enterprises Inc,337 1st St,Jupiter,FL,33458,WEST PALM BEACH,,RR-285
561,778,5617787800,Whale Roofing & Construction,1825 NW Corporate Blvd Ste 110,Boca Raton,FL,33431,BOCA RATON,,RR-336
561,783,5617836206,Forte Roofing,2431 NE 5th Ave,Boca Raton,FL,33431,BOCA RATON,,RR-330
561,795,5617955566,Roofing Systems of Florida Inc,583 105th Ave N,Royal Palm Beach,FL,33411,WEST PALM BEACH,,RR-294
561,798,5617987393,Neil O'Neal Jr Roofing,,West Palm Beach,FL,33413,WEST PALM BEACH,,RR-306
561,834,5618349398,Robert G Hartmann Roofing,,West Palm Beach,FL,33401,WEST PALM BEACH,,RR-288
561,842,5618426943,Ranger Roofing Corp,1508 53rd St,West Palm Beach,FL,33407,WEST PALM BEACH,,RR-295
561,861,5618611350,Mighty Dog Roofing of Boca Raton,4800 N Federal Hwy Ste 200,Boca Raton,FL,33431,BOCA RATON,,RR-335
561,895,5618956009,TXB Roofing,,Boca Raton,FL,33432,BOCA RATON,,RR-323
561,907,5619078422,Three Guys Roofing Inc,3866 Prospect Ave,West Palm Beach,FL,33404,WEST PALM BEACH,,RR-305
561,918,5619182477,CLS Roofing Contractor of Boca Raton,4301 Oak Cir Ste 18,Boca Raton,FL,33431,BOCA RATON,,RR-333
689,205,6892059678,Allstate Exteriors,1210 Tropic Park Dr,Sanford,FL,32773,SANFORD,,RR-155
689,262,6892624319,Brite Top Roofing,,Orlando,FL,32859,,,RR-013
754,240,7542402600,Byalik Roofing,2001 Hollywood Blvd Unit 3700,Hollywood,FL,33020,HOLLYWOOD,,RR-319
786,222,7862227507,PRS Roofing Systems,1007 N Federal Hwy,Fort Lauderdale,FL,33304,FT LAUDERDALE,,RR-281
786,280,7862806826,JP Roofing Corp,5722 SW 3rd St,Miami,FL,33144,MIAMI,,RR-261
786,374,7863749269,Gold Star Roofing of Florida Corp,,Miami,FL,33184,MIAMI,,RR-238
786,412,7864125354,Dade Professional Roofing Corp,971 NW 35th Ave,Miami,FL,33125,MIAMI,,RR-245
786,461,7864614843,Champion Roof Consultant Inc,,Miami,FL,33131,MIAMI,,RR-254
786,524,7865249900,Roof King,111 NE 1st St Ste 800,Miami,FL,33132,MIAMI,,RR-258
786,701,7867016361,Andrew Palmer Roofing,22790 S Dixie Hwy,Miami,FL,33170,MIAMI,,RR-237
786,801,7868012920,Navarro Roofing,3950 SW 87th Ct,Miami,FL,33165,MIAMI,,RR-235
786,808,7868083141,A Palmer Roofing,22790 S Dixie Hwy,Miami,FL,33170,MIAMI,,RR-236
786,879,7868796076,Roof Leak Repairs Now,,Doral,FL,33178,MIAMI/DORAL,,RR-243
800,977,8009776638,Elevate Roofing and Exteriors,1500 Herring Ln,Clermont,FL,34714,CLERMONT,,RR-130
813,599,8135991517,Arc Roofing & Restoration,2957 Canter Ln,Kissimmee,FL,34746,KISSIMMEE,,RR-105
833,372,8333727663,3MG Roofing & Solar,1127 Solana Ave,Winter Park,FL,32789,WINTER PARK,,RR-058
833,407,8334077663,Construction Unlimited Roofing,2578 Clark St Ste 1,Apopka,FL,32703,APOPKA,,RR-168
833,484,8334843872,Duraverde JN Roofing & Construction,,Orlando,FL,32817,,,RR-046
855,275,8552758883,Hytz Roofing Inc,540 International Pkwy,Lake Mary,FL,32746,LAKE MARY,,RR-197
855,643,8556437663,Next Dimension Roofing,2221 Lee Rd Ste 21,Winter Park,FL,32789,WINTER PARK,,RR-064
863,300,8633000967,Poinciana Pro Roofers,716 Caribou Dr,Kissimmee,FL,34759,KISSIMMEE,,RR-106
863,682,8636827663,A Action Services / America's Roofing,2607 Roughside Cir,Kissimmee,FL,34746,KISSIMMEE,,RR-095
888,521,8885210279,Family First Roofing,,Orlando,FL,32836,Verify local DID,,RR-012
888,604,8886041668,Storm Contracting,4027 W State Road 46,Sanford,FL,32771,SANFORD,,RR-151
888,906,8889066670,Compare Roofing Experts,,Orlando,FL,32859,Serving Orlando,,RR-041
904,751,9047516112,Bigfoot Roofing & Construction,1984 Alafaya Trl Ste 1010,Oviedo,FL,32765,OVIEDO,,RR-226
954,214,9542147214,Premier Construction Contractors,,Fort Lauderdale,FL,33309,FT LAUDERDALE,,RR-276
954,252,9542529010,Security Roofing Systems Inc,2960 NW 2nd Ave,Boca Raton,FL,33431,BOCA RATON,,RR-331
954,256,9542566011,A & A Roofing Contractors Inc,2026 Grant St,Hollywood,FL,33020,HOLLYWOOD,,RR-320
954,271,9542711321,Quality Miami Roofing Services,7900 NW 27th Ave Ste E233,Miami,FL,33147,MIAMI,,RR-255
954,289,9542896336,Florida's Best Roofing Services,702 NW 6th Ave,Fort Lauderdale,FL,33311,FT LAUDERDALE,,RR-279
954,300,9543002343,Shark Roofing Corp,757 SE 17th St,Fort Lauderdale,FL,33316,FT LAUDERDALE,,RR-271
954,475,9544750610,Nast Roofing Co,138 W State Road 84,Fort Lauderdale,FL,33315,FT LAUDERDALE,,RR-273
954,491,9544910993,Scotte Roofing Co,41 NE 47th St,Fort Lauderdale,FL,33334,FT LAUDERDALE,,RR-267
954,524,9545241322,Modern Roofing Inc,700 NW 7th Ave,Fort Lauderdale,FL,33311,FT LAUDERDALE,,RR-272
954,526,9545269980,Quality Fort Lauderdale Roofing Services,2126 Tyler St,Hollywood,FL,33020,HOLLYWOOD,,RR-318
954,543,9545431777,Giant Roofing,3363 Sheridan St Ste 211,Hollywood,FL,33021,HOLLYWOOD,,RR-316
954,553,9545538930,Tip Top Roofing & Repairs,,Fort Lauderdale,FL,33301,FT LAUDERDALE,,RR-265
954,565,9545650272,Above All A Good Roof,1251 NE 9th Ave,Fort Lauderdale,FL,33304,FT LAUDERDALE,,RR-268
954,600,9546001462,Planet Roofing,100 N Federal Hwy,Fort Lauderdale,FL,33301,FT LAUDERDALE,,RR-269
954,680,9546808588,Chase Roofing & Contracting Inc,12323 SW 55th St Ste 1005,Cooper City,FL,33330,FT LAUDERDALE,,RR-264
954,680,9546804246,Roger Drake Roofing Inc,4580 SW 33rd Ave,Fort Lauderdale,FL,33312,FT LAUDERDALE,,RR-275
954,684,9546849491,Soleil Roofing Inc,630 SW 4th Ave,Fort Lauderdale,FL,33315,FT LAUDERDALE,,RR-274
954,696,9546969582,Bill & Nate's Roofing,3021 SW 9th St,Fort Lauderdale,FL,33312,FT LAUDERDALE,,RR-282
954,698,9546982255,Alex the Roofer,2636 Grant St,Hollywood,FL,33020,HOLLYWOOD,,RR-321
954,699,9546990309,Hollywood Roofers,2351 Thomas St,Hollywood,FL,33020,HOLLYWOOD,,RR-315
954,707,9547072567,O'John Roofing,207 Dorchester Sq,Lake Mary,FL,32746,SANFORD/LAKE MARY,,RR-142
954,733,9547337332,Grace Roofing & Sheet Metal,1786 NW 38th Ave,Fort Lauderdale,FL,33311,FT LAUDERDALE,,RR-270
954,764,9547647630,Flooker Roofing Inc,1021 NW 1st St,Fort Lauderdale,FL,33311,FT LAUDERDALE,,RR-262
954,776,9547761931,Osborne Roofing Company,942 NW 56th St,Fort Lauderdale,FL,33309,FT LAUDERDALE,,RR-266
954,787,9547874026,Kairos Roofing,2190 W State Road 84,Fort Lauderdale,FL,33312,FT LAUDERDALE,,RR-283
954,800,9548000570,Hurricane Heroes Roofing Solar & Impact Window,1700 N Dixie Hwy,Boca Raton,FL,33432,BOCA RATON,,RR-338
954,807,9548073703,Reviv Roof,1000 N Victoria Park Rd,Fort Lauderdale,FL,33304,FT LAUDERDALE,,RR-280
954,822,9548229136,Ace Calloway Roofing,2646 Johnson St,Hollywood,FL,33020,HOLLYWOOD,,RR-322
954,880,9548803191,Gutter It Up Inc,4715 Orange Dr,Davie,FL,33314,FT LAUDERDALE,,RR-263
954,920,9549207688,Pioneer Roofing Co Inc,2026 Grant St,Hollywood,FL,33020,HOLLYWOOD,,RR-313
954,922,9549227383,White Seal Roofing,2015 Coolidge St,Hollywood,FL,33020,HOLLYWOOD,,RR-310
954,923,9549235100,Universal Roofing Inc,2020 Thomas St,Hollywood,FL,33020,HOLLYWOOD,,RR-309
954,961,9549619879,J & K Roofing Inc,2010 Sherman St,Hollywood,FL,33020,HOLLYWOOD,,RR-308
954,967,9549671918,Thompson's Roofing,8570 Stirling Rd Ste 102,Hollywood,FL,33024,HOLLYWOOD,,RR-317
954,970,9549708565,Decktight Roofing Services Inc,6680 NW 17th Ave,Fort Lauderdale,FL,33309,FT LAUDERDALE,,RR-278
954,994,9549940914,A to Z GC Home Improvement,5933 Ravenswood Rd Bb3,Fort Lauderdale,FL,33312,FT LAUDERDALE,,RR-284
